"order_id","item_price","quantity","item_cat","item_name","created_at","cust_id","customer","delivery_address1","delivery_address2","delivery_city","delivery_zipcode","delivery"
173,25.990000,30,Pizza,Pepperoni,2024-02-24 14:46:09.861,424,Valerie Meus,"0 Everett Crossing","95716 Nancy Crossing",Gómfoi,,true
174,21.990000,51,Pizza,Hawaiian,2024-02-24 14:46:09.861,174,Carmela Lesly,"14 Vernon Street","41755 Pennsylvania Pass",Tarica,,false
175,21.990000,62,Pizza,Hawaiian,2024-02-24 14:46:09.861,300,Rab Penkman,"2 Springview Parkway","1620 Oak Valley Center",Bigaa,"3016",true
176,26.990000,65,Pizza,Hawaiian,2024-02-24 14:46:09.861,810,Collin Eam,"8305 Lien Plaza","4 Parkside Drive",Taipingxu,,true
177,25.990000,85,Pizza,Pepperoni,2024-02-24 14:46:09.861,329,Pepita Tebbit,"9250 Moland Junction","40 Brentwood Terrace",Breia,"4830-433",true
178,31.990000,10,Pizza,Pepperoni,2024-02-24 14:46:09.861,258,Chickie Oldroyd,"27769 Garrison Trail","9590 Ridgeview Place",Wuppertal,"42285",false
179,21.990000,36,Pizza,Hawaiian,2024-02-24 14:46:09.861,863,Kelly Stave,"1 Fairview Point","92300 Washington Park",Ad Dasmah,,true
180,19.990000,41,Pizza,Cheese,2024-02-24 14:46:09.861,251,Gallard Wanek,"6668 Sloan Place","105 Annamark Park",Laguna,"88790-000",false
181,25.990000,26,Pizza,Pepperoni,2024-02-24 14:46:09.861,175,Adriane Nuccitelli,"501 Waubesa Avenue","8 Hintze Trail",Kíti,,false
182,25.990000,31,Pizza,Pepperoni,2024-02-24 14:46:09.861,608,Karlie Mathes,"95498 Grasskamp Crossing","58668 Moulton Lane",Alapayevsk,"624607",false
183,21.990000,48,Pizza,Hawaiian,2024-02-24 14:46:09.861,55,Marshall Andrichuk,"64182 Reindahl Lane","7 Starling Junction",Thới Bình,,true
184,31.990000,19,Pizza,Pepperoni,2024-02-24 14:46:09.861,620,Mireille Ander,"81167 Gulseth Lane","40 Union Avenue",Budënnovsk,"356825",false
185,19.990000,70,Pizza,Cheese,2024-02-24 14:46:09.861,545,Bekki Nickerson,"0901 Mosinee Drive","97440 Ridgeway Hill",Tutup,,true
186,24.990000,22,Pizza,Cheese,2024-02-24 14:46:09.861,586,Nannette Disbrow,"2 Badeau Drive","6 Golden Leaf Road",Caldas das Taipas,"4805-081",false
187,25.990000,24,Pizza,Pepperoni,2024-02-24 14:46:09.861,116,Skyler Herreran,"795 Forest Junction","9 Nova Trail",Tamuning-Tumon-Harmon Village,"96913",true
188,31.990000,31,Pizza,Pepperoni,2024-02-24 14:46:09.861,468,Wilburt Rudgard,"0901 Mosinee Drive","97440 Ridgeway Hill",Tutup,,true
189,20.990000,61,Pizza,Pepperoni,2024-02-24 14:46:09.861,563,Orel Kilner,"2 Waubesa Pass","5140 Ohio Circle",Ōami,"299-4128",true
190,19.990000,13,Pizza,Cheese,2024-02-24 14:46:09.861,914,Viviene Josum,"8347 Parkside Avenue","06479 Summerview Way",Mianduhe,,true
191,29.990000,61,Pizza,Cheese,2024-02-24 14:46:09.861,499,Brigid Buscher,"30645 Kennedy Drive","27538 Stuart Point",Zhoupu,,true
192,24.990000,26,Pizza,Cheese,2024-02-24 14:46:09.861,749,Valentine Gelly,"7368 Forest Dale Road","810 Bunting Alley",Longxing,,false
193,21.990000,21,Pizza,Hawaiian,2024-02-24 14:46:09.861,207,Rainer Lindenberg,"1016 Jackson Hill","8 Buhler Junction",Pingshi,,true
194,24.990000,92,Pizza,Cheese,2024-02-24 14:46:09.861,70,Tilly McAw,"12288 Dorton Court","7227 Barnett Trail",Nanxindian,,false
195,31.990000,64,Pizza,Pepperoni,2024-02-24 14:46:09.861,823,Vivi Hedman,"264 Grim Pass","09316 Saint Paul Pass",San José de La Montaña,"051417",false
196,25.990000,17,Pizza,Pepperoni,2024-02-24 14:46:09.861,277,Dianna Thornbarrow,"11 Tennessee Junction","5063 American Drive",Lomme,"59463 CEDEX",true
197,31.990000,63,Pizza,Pepperoni,2024-02-24 14:46:09.861,142,Mose Nickell,"5 Messerschmidt Street","7490 Maple Terrace",Quibal,"5103",false
198,21.990000,12,Pizza,Hawaiian,2024-02-24 14:46:09.861,372,Jaymee Pockey,"249 Lien Plaza","00658 Declaration Trail",Nesterovskaya,"386250",false
199,29.990000,62,Pizza,Cheese,2024-02-24 14:46:09.861,982,Angelita Grimbleby,"53462 Melody Junction","2129 Farwell Center",Cortezia,"2705-577",false
200,19.990000,12,Pizza,Cheese,2024-02-24 14:46:09.861,94,Benoite Simper,"4424 Prairieview Plaza","7989 Summerview Alley",Sendangrejo,,true
201,26.990000,4,Pizza,Hawaiian,2024-02-24 14:46:09.861,173,Perla Tonkes,"02644 Hagan Alley","4 Elka Hill",Paris 08,"75419 CEDEX 08",false
202,19.990000,54,Pizza,Cheese,2024-02-24 14:46:09.861,666,Leon Aristide,"9500 Bartillon Alley","509 Manufacturers Pass",Khirdalan,,true
203,19.990000,18,Pizza,Cheese,2024-02-24 14:46:09.861,368,Keely Attawell,"55 Kingsford Circle","668 Fisk Way",Sokółka,"16-101",false
204,20.990000,87,Pizza,Pepperoni,2024-02-24 14:46:09.861,232,Felicia Headland,"27878 3rd Crossing","34159 Stang Pass",Quilino,"5214",false
205,25.990000,23,Pizza,Pepperoni,2024-02-24 14:46:09.861,756,Rosy Pridmore,"3 Vidon Plaza","1 Clyde Gallagher Street",El Rancho,,false
206,24.990000,27,Pizza,Cheese,2024-02-24 14:46:09.861,100,Maddy Bottini,"143 Rusk Way","8517 Jenna Court",Wuyao,,false
207,19.990000,62,Pizza,Cheese,2024-02-24 14:46:09.861,171,Zacharias Ren,"52526 Hauk Lane","8799 Maple Wood Way",Žagarė,"84019",false
208,29.990000,56,Pizza,Cheese,2024-02-24 14:46:09.861,484,Ainslie Cantos,"072 Straubel Circle","9067 Cottonwood Park",Velyka Mykhaylivka,,true
209,19.990000,54,Pizza,Cheese,2024-02-24 14:46:09.861,126,Joline Dabourne,"81 Raven Terrace","2 Express Drive",Tidaholm,"522 24",true
210,26.990000,89,Pizza,Hawaiian,2024-02-24 14:46:09.861,720,Annice Alben,"11 Blaine Circle","3757 Manufacturers Road",Liminka,"91901",true
211,25.990000,57,Pizza,Pepperoni,2024-02-24 14:46:09.861,56,Willyt Donkersley,"01900 Anhalt Alley","76 Scoville Terrace",Ribeiro,"4600-758",true
212,26.990000,13,Pizza,Hawaiian,2024-02-24 14:46:09.861,69,Shawnee Kropp,"7 Jana Park","36 Kropf Alley",Jeponkrajan,,false
213,21.990000,17,Pizza,Hawaiian,2024-02-24 14:46:09.861,515,Mac McMenemy,"82853 Del Sol Pass","309 Wayridge Place",Dowsk,,true
214,26.990000,66,Pizza,Hawaiian,2024-02-24 14:46:09.861,599,Marj Tuley,"978 Old Shore Hill","62804 Rockefeller Plaza",Yunji,,false
215,20.990000,77,Pizza,Pepperoni,2024-02-24 14:46:09.861,794,Elberta Moorman,"91 Main Alley","0777 Onsgard Place",La Libertad,,true
216,26.990000,72,Pizza,Hawaiian,2024-02-24 14:46:09.861,946,Charmine Eiler,"97684 Arkansas Center","8816 Donald Street",Paitan,"9801",false
217,26.990000,96,Pizza,Hawaiian,2024-02-24 14:46:09.861,687,Annabell Grace,"4 Arapahoe Place","27 Jackson Pass",Is,"624238",false
218,24.990000,71,Pizza,Cheese,2024-02-24 14:46:09.861,653,Filbert Brainsby,"19770 Blaine Drive","80 Bunting Place",Amiens,"80048 CEDEX 1",false
219,25.990000,32,Pizza,Pepperoni,2024-02-24 14:46:09.861,738,Jobye Wigfall,"0126 3rd Terrace","5275 Elgar Trail",Denver,"80241",true
220,31.990000,92,Pizza,Pepperoni,2024-02-24 14:46:09.861,597,Ketty Foyston,"728 Comanche Parkway","735 Transport Plaza",Aplahoué,,false
221,19.990000,50,Pizza,Cheese,2024-02-24 14:46:09.861,810,Collin Eam,"33190 Onsgard Crossing","4442 Kipling Street",Tauca,,false
222,24.990000,17,Pizza,Cheese,2024-02-24 14:46:09.861,519,Davine Olman,"67658 Old Shore Terrace","33 Chive Road",Wuxue Shi,,true
223,20.990000,64,Pizza,Pepperoni,2024-02-24 14:46:09.861,13,Bernette Plevey,"40 Rusk Point","6 Talmadge Lane",La Rochelle,"17029 CEDEX 1",false
224,31.990000,6,Pizza,Pepperoni,2024-02-24 14:46:09.861,715,Cindee Lovatt,"004 Fremont Pass","3 Bartelt Alley",Daixi,,false
225,21.990000,31,Pizza,Hawaiian,2024-02-24 14:46:09.861,965,Darby Bwye,"07 Arapahoe Center","6888 Dixon Junction",Yotala,,false
226,19.990000,94,Pizza,Cheese,2024-02-24 14:46:09.861,797,Justin Gillatt,"2 Sachs Place","0 Waxwing Road",Jacaltenango,"13007",true
227,24.990000,47,Pizza,Cheese,2024-02-24 14:46:09.861,474,Hobart Gimbart,"5543 Declaration Circle","12569 Bluejay Lane",Zaječí,"691 05",false
228,25.990000,13,Pizza,Pepperoni,2024-02-24 14:46:09.861,366,Mahalia Balke,"66831 Birchwood Park","53 Sunnyside Drive",Clearwater,"34629",false
229,21.990000,66,Pizza,Hawaiian,2024-02-24 14:46:09.861,536,Chane Sehorsch,"85663 Debs Point","94685 Service Drive",Villa Consuelo,"10309",false
230,31.990000,27,Pizza,Pepperoni,2024-02-24 14:46:09.861,718,Izak Bosket,"29 7th Pass","62 Elka Hill",Rekovac,,true
231,25.990000,93,Pizza,Pepperoni,2024-02-24 14:46:09.861,962,Andrei Shoebrook,"09 Hoepker Place","5 Golf Point",Kauit,"1102",false
232,25.990000,33,Pizza,Pepperoni,2024-02-24 14:46:09.861,391,Kalila Cuttles,"00494 Erie Way","4550 American Ash Junction",Mengdadazhuang,,true
233,25.990000,78,Pizza,Pepperoni,2024-02-24 14:46:09.861,154,Merrily McAlpin,"88 Sullivan Street","8503 Lighthouse Bay Way",Vidoši,,true
234,31.990000,16,Pizza,Pepperoni,2024-02-24 14:46:09.861,87,Rhonda Schwand,"2 Waxwing Point","281 Evergreen Crossing",Sandymount,D04,false
235,20.990000,15,Pizza,Pepperoni,2024-02-24 14:46:09.861,201,Myles Brissard,"3267 Crowley Pass","936 Lunder Way",Tomay Kichwa,,true
236,31.990000,9,Pizza,Pepperoni,2024-02-24 14:46:09.861,222,Veronika Depper,"129 Mcguire Trail","8553 Fuller Plaza",Nyahururu,,true
237,21.990000,24,Pizza,Hawaiian,2024-02-24 14:46:09.861,785,Brady Elsey,"1 Sunbrook Point","8 Bunting Circle",Cinyasag,,false
238,25.990000,46,Pizza,Pepperoni,2024-02-24 14:46:09.861,53,Libbie End,"81103 Duke Terrace","60529 Manley Way",Nanpiao,,false
239,25.990000,14,Pizza,Pepperoni,2024-02-24 14:46:09.861,652,Chantal Cluley,"4378 Badeau Alley","32 Schlimgen Center",Tatabánya,"2809",true
240,19.990000,43,Pizza,Cheese,2024-02-24 14:46:09.861,876,Joella Gaishson,"0 Kim Way","25581 Old Gate Hill",Jomda,,true
241,20.990000,76,Pizza,Pepperoni,2024-02-24 14:46:09.861,568,Lily Worsnip,"4176 Express Road","886 Raven Point",Huizhou,,false
242,21.990000,54,Pizza,Hawaiian,2024-02-24 14:46:09.861,829,Annadiana Search,"2 Londonderry Junction","58 Daystar Trail",Anda,"6311",false
243,19.990000,95,Pizza,Cheese,2024-02-24 14:46:09.861,673,Kylie Uman,"2131 Susan Drive","7 Oriole Lane",Ratchathewi,"11130",false
244,19.990000,92,Pizza,Cheese,2024-02-24 14:46:09.861,680,Martita Tweedy,"6 Ryan Lane","02 Di Loreto Place",Waipare,,false
245,20.990000,16,Pizza,Pepperoni,2024-02-24 14:46:09.861,773,Erhart Goozee,"606 Maple Wood Park","17 Rockefeller Point",Karangkedawung,,true
246,25.990000,94,Pizza,Pepperoni,2024-02-24 14:46:09.861,867,Nellie Crosland,"59 Larry Way","32009 Grayhawk Plaza",Včelná,"373 82",true
247,29.990000,96,Pizza,Cheese,2024-02-24 14:46:09.861,468,Wilburt Rudgard,"5 Novick Plaza","98 Service Avenue",Kolomak,,false
248,25.990000,18,Pizza,Pepperoni,2024-02-24 14:46:09.861,533,Maribel Tuminelli,"429 Hoepker Junction","5 Crescent Oaks Point",Jiangshan,,false
249,26.990000,7,Pizza,Hawaiian,2024-02-24 14:46:09.861,298,Gonzalo Endley,"19861 Ilene Court","55859 Manufacturers Crossing",Hanchang,,true
250,24.990000,55,Pizza,Cheese,2024-02-24 14:46:09.861,151,Harbert Scourgie,"82 Manitowish Crossing","8587 Kenwood Park",Criciúma,"88800-000",true
251,20.990000,21,Pizza,Pepperoni,2024-02-24 14:46:09.861,354,Gerrard Bradnum,"9236 Forster Circle","61938 Hanover Alley",Mokronog,"8230",false
252,20.990000,98,Pizza,Pepperoni,2024-02-24 14:46:09.861,847,Daphene Cutmore,"37 Melvin Point","203 Towne Place",Taivalkoski,"93401",true
253,26.990000,57,Pizza,Hawaiian,2024-02-24 14:46:09.861,95,Kirsten Housley,"33011 Nelson Street","83795 Briar Crest Place",San Francisco,"36441",false
254,24.990000,30,Pizza,Cheese,2024-02-24 14:46:09.861,615,Penelopa McCalister,"64073 Mallard Park","967 Continental Park",Sanxi,,false
255,26.990000,25,Pizza,Hawaiian,2024-02-24 14:46:09.861,701,Bekki Langlois,"46504 Hallows Lane","2438 North Hill",Żywiec,"34-330",false
256,19.990000,51,Pizza,Cheese,2024-02-24 14:46:09.896,251,Gallard Wanek,"384 Anniversary Street","29 Hoffman Street",Washington,"20051",false
257,31.990000,31,Pizza,Pepperoni,2024-02-24 14:46:09.896,41,Kleon Lewsie,"2 Village Green Terrace","68 Laurel Park",Nerk’in Getashen,,true
258,31.990000,23,Pizza,Pepperoni,2024-02-24 14:46:09.896,81,Pamelina Sterley,"5 Daystar Alley","3 Troy Center",Shilovo,"396907",false
259,24.990000,16,Pizza,Cheese,2024-02-24 14:46:09.896,789,Averell Sales,"9 Bonner Park","256 Melody Plaza",Girsereng,,false
260,20.990000,18,Pizza,Pepperoni,2024-02-24 14:46:09.896,531,Aldus Gottelier,"2065 5th Pass","51936 Almo Hill",Dezhou,,true
261,29.990000,21,Pizza,Cheese,2024-02-24 14:46:09.896,229,Alden Weems,"783 Buena Vista Center","8 Ryan Street",Wakefield,,false
262,25.990000,9,Pizza,Pepperoni,2024-02-24 14:46:09.896,208,Darcy Seals,"14179 Oxford Center","5792 Superior Court",Penhascoso,"6120-625",true
263,24.990000,64,Pizza,Cheese,2024-02-24 14:46:09.896,440,Astrix Noweak,"3 Ryan Point","70 Hanover Plaza",Hejiang,,false
264,31.990000,50,Pizza,Pepperoni,2024-02-24 14:46:09.896,874,Beaufort Dils,"962 Brentwood Lane","0502 Tennyson Court",Kouvarás,,true
265,26.990000,15,Pizza,Hawaiian,2024-02-24 14:46:09.896,813,Lilian Tomaello,"596 Nobel Court","8470 Old Gate Terrace",Obrera,"96370",false
266,29.990000,20,Pizza,Cheese,2024-02-24 14:46:09.896,435,Steward Ripon,"903 Lakewood Street","95688 Main Parkway",Castanheira,"4980-233",true
267,25.990000,40,Pizza,Pepperoni,2024-02-24 14:46:09.896,586,Nannette Disbrow,"597 Forster Court","3 Mockingbird Court",Prómachoi,,false
268,29.990000,84,Pizza,Cheese,2024-02-24 14:46:09.896,92,Andrew Noddles,"7 Norway Maple Court","13514 Badeau Plaza",Sinmak,,false
269,26.990000,87,Pizza,Hawaiian,2024-02-24 14:46:09.896,951,Johnnie Greenlies,"7 Evergreen Place","3001 South Point",Santa Cruz,,true
270,31.990000,58,Pizza,Pepperoni,2024-02-24 14:46:09.896,637,Kori Yellop,"94805 Hazelcrest Road","77400 Prairieview Road",Lokavec,"5270",true
271,26.990000,88,Pizza,Hawaiian,2024-02-24 14:46:09.896,644,Carmon Clee,"20 Bayside Point","544 Lotheville Circle",Snizhne,,false
272,26.990000,71,Pizza,Hawaiian,2024-02-24 14:46:09.896,248,Bern Beasleigh,"27769 Garrison Trail","9590 Ridgeview Place",Wuppertal,"42285",true
273,19.990000,82,Pizza,Cheese,2024-02-24 14:46:09.896,606,Hattie Dickens,"56 Beilfuss Street","819 Sage Lane",San Pa Tong,"50120",true
274,31.990000,69,Pizza,Pepperoni,2024-02-24 14:46:09.896,111,Joyan Whitelock,"02039 Sloan Point","31841 Burrows Plaza",Blatnica,,true
275,25.990000,32,Pizza,Pepperoni,2024-02-24 14:46:09.896,153,Eartha De Roeck,"02 American Ash Terrace","08294 Florence Alley",Tonga,,false
276,25.990000,72,Pizza,Pepperoni,2024-02-24 14:46:09.896,326,Tam Vanichev,"756 Dahle Way","18250 Golden Leaf Center",Bogorejo,,true
277,19.990000,23,Pizza,Cheese,2024-02-24 14:46:09.896,288,Robbie Mascall,"108 Sage Alley","00 Ryan Hill",Lagoa,"2425-681",false
278,20.990000,25,Pizza,Pepperoni,2024-02-24 14:46:09.896,460,Wakefield Janicek,"41 Eastlawn Center","7929 Atwood Lane",Ar Rass,,true
279,29.990000,60,Pizza,Cheese,2024-02-24 14:46:09.896,643,Chelsey Aldritt,"0 Boyd Street","7 Oak Valley Plaza",Polešovice,"687 37",true
280,21.990000,69,Pizza,Hawaiian,2024-02-24 14:46:09.896,390,Ronni Desson,"2 Bunker Hill Crossing","86 Arkansas Parkway",Hedi,,false
281,31.990000,44,Pizza,Pepperoni,2024-02-24 14:46:09.896,587,Bobbie Leadbeatter,"39215 Graceland Court","34465 Longview Terrace",Baranowo,"06-320",false
282,31.990000,98,Pizza,Pepperoni,2024-02-24 14:46:09.896,273,Frants Restill,"89 Carberry Parkway","38 Memorial Trail",Sandefjord,"3220",true
283,19.990000,29,Pizza,Cheese,2024-02-24 14:46:09.896,531,Aldus Gottelier,"88 Farwell Alley","11338 American Ash Center",Altıağac,,false
284,19.990000,11,Pizza,Cheese,2024-02-24 14:46:09.896,808,Gertruda Beacom,"6033 Maywood Way","4908 Heffernan Junction",Lebak,,false
285,25.990000,44,Pizza,Pepperoni,2024-02-24 14:46:09.896,96,Bernita Eivers,"07 Loomis Center","09 Anderson Parkway",Altanbulag,,true
286,29.990000,94,Pizza,Cheese,2024-02-24 14:46:09.896,990,Merla Gosneye,"76 Mockingbird Junction","82 Wayridge Drive",Drien Rampak,,false
287,19.990000,39,Pizza,Cheese,2024-02-24 14:46:09.896,401,Flore Ferenc,"25 South Crossing","7793 Farwell Crossing",Ribas,"4610-535",false
288,21.990000,61,Pizza,Hawaiian,2024-02-24 14:46:09.896,158,Marian Ventham,"318 Canary Street","7 Butternut Street",Iganga,,true
289,25.990000,1,Pizza,Pepperoni,2024-02-24 14:46:09.896,406,Mallorie Bachelor,"9874 Daystar Court","95284 Redwing Junction",Nanga Eboko,,false
290,26.990000,57,Pizza,Hawaiian,2024-02-24 14:46:09.896,144,Adelind Garrish,"6200 Waubesa Point","762 Thackeray Point",Pailou,,false
291,26.990000,52,Pizza,Hawaiian,2024-02-24 14:46:09.896,792,Geno Basindale,"64 Thierer Way","7255 Fair Oaks Alley",Taounate,,false
292,20.990000,73,Pizza,Pepperoni,2024-02-24 14:46:09.896,386,Sallyann Mattersley,"75 Paget Pass","687 North Lane",San Antonio,"6407",true
293,20.990000,10,Pizza,Pepperoni,2024-02-24 14:46:09.896,670,Deanna Kynston,"827 Cherokee Way","232 Hazelcrest Place",Mariara,,false
294,19.990000,15,Pizza,Cheese,2024-02-24 14:46:09.896,149,Nelli Nertney,"7 Menomonie Alley","90515 Moulton Center",San Francisco,"78490",true
295,29.990000,26,Pizza,Cheese,2024-02-24 14:46:09.896,826,Thia Naisbitt,"1938 Basil Place","4061 Hintze Center",El Paso,"88519",false
296,29.990000,21,Pizza,Cheese,2024-02-24 14:46:09.896,819,Brittne Mulder,"05 Scofield Park","72 Cordelia Hill",Futian,,false
297,24.990000,97,Pizza,Cheese,2024-02-24 14:46:09.896,521,Hollyanne Skupinski,"2612 Cardinal Terrace","78987 Sachtjen Junction",Lecheng,,true
298,31.990000,1,Pizza,Pepperoni,2024-02-24 14:46:09.896,954,Eberhard Magovern,"616 Merry Avenue","7 Eastlawn Road",Petropavlovsk,,false
299,25.990000,77,Pizza,Pepperoni,2024-02-24 14:46:09.896,418,Idette Gotter,"9 Meadow Vale Trail","8 Kim Pass",Nguru,,true
300,31.990000,1,Pizza,Pepperoni,2024-02-24 14:46:09.896,975,Devinne Gerrad,"3 Dayton Park","3315 Claremont Parkway",Maodao,,false
301,29.990000,21,Pizza,Cheese,2024-02-24 14:46:09.896,265,Andrea Hounsom,"25 South Crossing","7793 Farwell Crossing",Ribas,"4610-535",false
302,24.990000,74,Pizza,Cheese,2024-02-24 14:46:09.896,666,Leon Aristide,"4424 Prairieview Plaza","7989 Summerview Alley",Sendangrejo,,false
303,19.990000,55,Pizza,Cheese,2024-02-24 14:46:09.896,890,Allegra Farmar,"1 Fieldstone Circle","5 Canary Circle",Jiaoxie,,true
304,20.990000,7,Pizza,Pepperoni,2024-02-24 14:46:09.896,69,Shawnee Kropp,"71932 Maple Wood Plaza","995 Randy Plaza",Praga Północ,"05-094",false
305,24.990000,33,Pizza,Cheese,2024-02-24 14:46:09.896,926,Clementius Jardin,"8 Utah Way","972 Bowman Plaza",Gongjiahe,,false
306,21.990000,87,Pizza,Hawaiian,2024-02-24 14:46:09.896,335,Mack Bradley,"7017 Kenwood Place","8151 Reindahl Avenue",Pniewy,"62-045",false
307,24.990000,2,Pizza,Cheese,2024-02-24 14:46:09.896,821,Babs Henworth,"9040 Hintze Parkway","50 Bay Lane",Orenburg,"460999",false
308,29.990000,6,Pizza,Cheese,2024-02-24 14:46:09.896,21,Lind Feveryear,"1485 Redwing Junction","64 Village Terrace",Niopanda,,true
309,19.990000,30,Pizza,Cheese,2024-02-24 14:46:09.896,612,Shana Chin,"05676 Merrick Junction","78 Heffernan Hill",Kagadi,,true
310,29.990000,19,Pizza,Cheese,2024-02-24 14:46:09.896,790,Manya Blackie,"85912 Marquette Circle","18479 Algoma Junction",Bindura,,false
311,24.990000,32,Pizza,Cheese,2024-02-24 14:46:09.896,834,Jacquelin Fonquernie,"2629 6th Lane","517 Katie Lane",Andong,,false
312,29.990000,1,Pizza,Cheese,2024-02-24 14:46:09.896,766,Sandro Emeline,"414 Sherman Terrace","208 Dorton Circle",Wawrzeńczyce,"32-125",true
313,29.990000,27,Pizza,Cheese,2024-02-24 14:46:09.896,704,Karoline Meeson,"29 Reinke Plaza","780 Village Green Plaza",Luleå,"973 23",true
314,19.990000,32,Pizza,Cheese,2024-02-24 14:46:09.896,514,Bettine Shine,"17 Banding Drive","39254 Washington Alley",Liandu,,true
315,26.990000,49,Pizza,Hawaiian,2024-02-24 14:46:09.896,98,Alleen Lindenbluth,"066 Farwell Court","0 Crowley Plaza",Nandasmo,,false
316,29.990000,84,Pizza,Cheese,2024-02-24 14:46:09.896,929,Tallulah Shankster,"2202 Forster Terrace","52 Del Sol Point",Uluale,,true
317,29.990000,82,Pizza,Cheese,2024-02-24 14:46:09.896,679,Dona Reckus,"666 Elmside Avenue","627 Amoth Place",Coutances,"50204 CEDEX",true
318,26.990000,77,Pizza,Hawaiian,2024-02-24 14:46:09.896,352,Gottfried Hamley,"8595 Northwestern Terrace","63591 Surrey Alley",Tambaksari,,true
319,29.990000,11,Pizza,Cheese,2024-02-24 14:46:09.896,775,Cass Manifield,"3 Red Cloud Crossing","98314 Monica Place",Damayan,"1104",true
320,19.990000,82,Pizza,Cheese,2024-02-24 14:46:09.896,82,Lauryn Augustine,"94805 Hazelcrest Road","77400 Prairieview Road",Lokavec,"5270",true
321,26.990000,48,Pizza,Hawaiian,2024-02-24 14:46:09.896,921,Cello Butterworth,"269 Caliangt Center","7 Thompson Park",Baoxing,,false
322,24.990000,44,Pizza,Cheese,2024-02-24 14:46:09.896,785,Brady Elsey,"16 Nobel Pass","3 Mockingbird Terrace",Socota,,false
323,19.990000,62,Pizza,Cheese,2024-02-24 14:46:09.896,65,Lucy Blumer,"8 Gateway Center","8318 Sachtjen Terrace",Plato,"475038",true
324,25.990000,76,Pizza,Pepperoni,2024-02-24 14:46:09.896,594,Vivianna Turfrey,"215 Mccormick Plaza","95108 Shopko Point",Ribeira Grande,,true
325,19.990000,1,Pizza,Cheese,2024-02-24 14:46:09.896,201,Myles Brissard,"90876 Steensland Lane","494 Grasskamp Drive",Fengle,,false
326,24.990000,50,Pizza,Cheese,2024-02-24 14:46:09.896,827,Schuyler Rackam,"34 Talisman Hill","3 Mesta Way",Yili,,true
327,25.990000,39,Pizza,Pepperoni,2024-02-24 14:46:09.896,544,Jarred Kayser,"1030 Calypso Alley","34 Ridgeway Center",Leku,,true
328,24.990000,84,Pizza,Cheese,2024-02-24 14:46:09.896,863,Kelly Stave,"12 Sutherland Drive","9 Corry Parkway",Chervonoarmiys’k,,true
329,31.990000,74,Pizza,Pepperoni,2024-02-24 14:46:09.896,831,Nicolle Bussen,"94 Truax Pass","946 Shasta Junction",Rominimbang,"9614",false
330,29.990000,30,Pizza,Cheese,2024-02-24 14:46:09.896,212,Pavel Wenzel,"30 Stoughton Trail","60 Packers Place",Przybyszówka,"36-047",false
331,21.990000,17,Pizza,Hawaiian,2024-02-24 14:46:09.896,5,Tanney Gagan,"20939 Oak Valley Terrace","17029 Garrison Center",Ho,,true
332,19.990000,59,Pizza,Cheese,2024-02-24 14:46:09.896,170,Glenn McMenamin,"958 Bonner Alley","383 Vera Road",Graikochóri,,true
333,21.990000,1,Pizza,Hawaiian,2024-02-24 14:46:09.896,414,Jaye Fleg,"66283 Green Ridge Lane","690 Fisk Alley",Santa Cruz,,true
334,21.990000,55,Pizza,Hawaiian,2024-02-24 14:46:09.896,825,Marleah Fetteplace,"5 Marcy Hill","721 Londonderry Way",Ostrowsko,"34-432",true
335,25.990000,29,Pizza,Pepperoni,2024-02-24 14:46:09.896,79,Melita Degnen,"6 Di Loreto Trail","25 Northridge Lane",Xinxu,,true
336,25.990000,62,Pizza,Pepperoni,2024-02-24 14:46:09.896,947,Marsha Corby,"0172 Ronald Regan Alley","50 Lillian Road",Gareba,,false
337,19.990000,69,Pizza,Cheese,2024-02-24 14:46:09.896,32,Gael Wittrington,"76 Pawling Drive","6772 Coleman Parkway",Sumberdangdang,,true
338,29.990000,43,Pizza,Cheese,2024-02-24 14:46:09.896,333,Shem Wilber,"2 Waxwing Point","281 Evergreen Crossing",Sandymount,D04,true
339,29.990000,4,Pizza,Cheese,2024-02-24 14:46:09.896,362,Carry L'Episcopi,"5 Shelley Plaza","613 Rusk Lane",Modosinal,,true
340,20.990000,77,Pizza,Pepperoni,2024-02-24 14:46:09.896,301,Dareen Fenech,"357 Paget Trail","642 Autumn Leaf Parkway",Wola Jachowa,"01-943",false
341,19.990000,5,Pizza,Cheese,2024-02-24 14:46:09.896,230,Marice Firebrace,"66283 Green Ridge Lane","690 Fisk Alley",Santa Cruz,,true
342,29.990000,59,Pizza,Cheese,2024-02-24 14:46:09.896,906,Skipp Fenners,"617 Alpine Alley","550 Gerald Lane",Wau,,true
343,26.990000,27,Pizza,Hawaiian,2024-02-24 14:46:09.896,584,Selestina O'Moylane,"348 Orin Plaza","07119 Golf Course Place",Tuojiang,,true
344,21.990000,15,Pizza,Hawaiian,2024-02-24 14:46:09.896,444,Jarib Wilmington,"5 Knutson Street","8 Del Mar Circle",Berëzovskiy,"662514",false
345,20.990000,57,Pizza,Pepperoni,2024-02-24 14:46:09.896,682,Neely Twinborne,"34 Carberry Point","06 Hagan Hill",Sanxing,,false
346,26.990000,46,Pizza,Hawaiian,2024-02-24 14:46:09.896,741,Mel Pearmain,"75476 Blackbird Crossing","6680 Sutherland Park",Bal Chirāgh,,false
